order_id,shamir_time,merkle_time,zk_time,zk_verified,reconstructed_secret,cpu_usage,memory_usage,latency
c223457a-5d35-43ed-8508-664598242db3,1.3113021850585938e-05,8.392333984375e-05,1.9073486328125e-06,True,True,12,385,181
c4f49a2b-1001-4d6e-a760-74b66ee03601,1.3113021850585938e-05,8.177757263183594e-05,9.5367431640625e-07,True,True,17,329,176
0d820940-edd6-42ba-8793-7cf40eb3c7d0,1.1920928955078125e-05,8.392333984375e-05,1.9073486328125e-06,True,True,13,252,116
13c409f0-d6ee-46bc-9bca-46d55fd313ab,1.1920928955078125e-05,8.487701416015625e-05,1.1920928955078125e-06,True,True,15,339,200
ee2852c2-fe3b-47fb-951d-be1d279fca0b,1.2159347534179688e-05,8.7738037109375e-05,1.1920928955078125e-06,True,True,19,341,112
f8bd45b9-cb47-4716-9740-462cbab9c25f,1.1920928955078125e-05,8.511543273925781e-05,9.5367431640625e-07,True,True,15,419,165
c06d520e-a151-4883-83be-17b858bd193a,1.1920928955078125e-05,8.797645568847656e-05,9.5367431640625e-07,True,True,15,288,149
15983e7a-bfe5-44f9-b212-b7ba05c7d5a3,1.2636184692382812e-05,8.702278137207031e-05,2.1457672119140625e-06,True,True,15,217,169
497c62c4-c33d-42a3-9915-b5d1d36b2ad6,1.1920928955078125e-05,9.202957153320312e-05,9.5367431640625e-07,True,True,15,229,176
823d1439-1559-436a-aad9-a704ff013987,3.3855438232421875e-05,0.00016617774963378906,1.9073486328125e-06,True,True,10,369,146
53ee374a-aa6f-4d33-9571-747fccd7ba3c,1.8835067749023438e-05,9.202957153320312e-05,1.9073486328125e-06,True,True,15,306,184
cfb196f5-9d29-4e9d-a113-bf06e698e0f3,1.2874603271484375e-05,9.226799011230469e-05,9.5367431640625e-07,True,True,16,345,151
105caae8-ce03-41b1-a840-a745b24ffcf1,1.1920928955078125e-05,9.012222290039062e-05,9.5367431640625e-07,True,True,16,416,196
78c91bed-e385-49d0-b59f-b5a012c59d1e,1.1920928955078125e-05,9.012222290039062e-05,1.6689300537109375e-06,True,True,19,116,100
5cf42bdf-2f7d-45e7-b00b-c6c711046b09,1.1920928955078125e-05,9.083747863769531e-05,1.9073486328125e-06,True,True,15,162,163
767d4630-8e42-400d-9471-182305e87bfa,1.1920928955078125e-05,9.179115295410156e-05,2.1457672119140625e-06,True,True,19,304,116
41ddcc67-b450-4370-82c8-064e0c3cf848,1.2159347534179688e-05,9.298324584960938e-05,9.5367431640625e-07,True,True,12,320,186
f08be468-3c51-4d6f-b313-cdd0c2b503d9,1.3113021850585938e-05,9.179115295410156e-05,9.5367431640625e-07,True,True,13,105,113
0571be92-e98d-4954-8486-f56aced12b7a,1.1920928955078125e-05,9.393692016601562e-05,1.9073486328125e-06,True,True,15,275,122
6b17a4f5-10c7-4da9-b0d7-4954dbf1be34,1.3113021850585938e-05,9.393692016601562e-05,9.5367431640625e-07,True,True,10,286,144
7ed180ed-473e-43d5-be10-909ac20bc147,1.3113021850585938e-05,9.489059448242188e-05,1.1920928955078125e-06,True,True,15,217,193
5456efd4-1593-4e8f-bc4e-132b7be2e475,1.2159347534179688e-05,9.5367431640625e-05,7.152557373046875e-07,True,True,14,407,104
0ae687ae-64d8-4615-8af3-5abdd29513d0,1.2874603271484375e-05,9.584426879882812e-05,9.5367431640625e-07,True,True,16,260,193
045d1279-4af2-4b7b-bc5d-e1622b62cca4,1.3113021850585938e-05,9.703636169433594e-05,9.5367431640625e-07,True,True,11,206,150
767dabb8-aed5-48a5-b26c-45c26c1cec49,1.3113021850585938e-05,9.703636169433594e-05,1.9073486328125e-06,True,True,15,347,196
12a4e174-6368-4d0f-91c3-99d8900fbefd,1.2159347534179688e-05,9.584426879882812e-05,9.5367431640625e-07,True,True,14,478,158
021cf593-1609-4216-863e-b9297ac1aad8,1.1920928955078125e-05,9.870529174804688e-05,9.5367431640625e-07,True,True,11,424,162
f8307c93-5bb1-4787-9933-4a4115871b36,1.3113021850585938e-05,9.965896606445312e-05,1.1920928955078125e-06,True,True,16,194,200
f5fe4115-d61f-499e-90bf-775b79b8bbfe,1.1920928955078125e-05,9.894371032714844e-05,9.5367431640625e-07,True,True,12,295,194
2a5f2e0d-0a68-44df-974a-558faa27356d,1.1920928955078125e-05,9.965896606445312e-05,1.1920928955078125e-06,True,True,20,428,147
05d20077-146d-4d6d-a117-92843709b887,1.1920928955078125e-05,0.00010085105895996094,1.1920928955078125e-06,True,True,11,237,127
b6b93c0a-93ea-4717-9ead-64e1fea421c5,1.2874603271484375e-05,0.00010204315185546875,9.5367431640625e-07,True,True,14,311,141
472f52d8-21e3-463d-b753-a8fbb2a3125d,1.1682510375976562e-05,0.00010132789611816406,9.5367431640625e-07,True,True,16,312,147
9265ed23-296c-42a3-b346-930ddb4a5f9d,1.1920928955078125e-05,0.00010204315185546875,1.9073486328125e-06,True,True,14,224,136
c083cf04-39ce-417f-887b-29dc3961fe8d,1.3113021850585938e-05,0.000102996826171875,9.5367431640625e-07,True,True,10,367,148
89ee4540-a02b-4077-b1de-3dbf24929f4c,1.1920928955078125e-05,0.00010323524475097656,9.5367431640625e-07,True,True,17,402,113
b9fc5461-bf04-4409-87dd-2970362d72f7,1.2159347534179688e-05,0.00010395050048828125,2.1457672119140625e-06,True,True,20,338,172
8bfafe0b-6f7c-4c59-bebd-a8e0516602e3,1.1920928955078125e-05,0.00010418891906738281,1.6689300537109375e-06,True,True,18,126,196
3eaa0775-d260-4194-8b99-f598b7b8d8d5,1.2874603271484375e-05,0.00010585784912109375,1.1920928955078125e-06,True,True,11,387,156
4316c800-0eb8-4dfe-b68f-cde1227f6e20,1.1920928955078125e-05,0.0001049041748046875,1.1920928955078125e-06,True,True,12,443,149
89a743d0-dada-4ceb-93d8-cc9c6b2941d6,1.2874603271484375e-05,0.00010585784912109375,9.5367431640625e-07,True,True,14,378,129
5f057d16-5284-4b89-85fa-cca3be4c4204,1.3113021850585938e-05,0.00010609626770019531,1.9073486328125e-06,True,True,10,490,178
6013e23c-a54d-4c17-8a6d-8f99b3baffcf,1.3113021850585938e-05,0.00010800361633300781,7.152557373046875e-07,True,True,20,136,165
ef945523-5fd9-498a-837e-bc024dd08d4d,1.3113021850585938e-05,0.00010895729064941406,1.1920928955078125e-06,True,True,10,331,155
faf9a476-b499-4b8b-aaa3-00aaed2f5315,1.1920928955078125e-05,0.00010919570922851562,9.5367431640625e-07,True,True,15,230,150
3122071b-5e8f-4a4b-9483-a5f0ebdd5b19,1.1920928955078125e-05,0.00010800361633300781,9.5367431640625e-07,True,True,17,214,187
e476b600-147e-481e-9ec7-ef992a6c346c,1.1920928955078125e-05,0.0001068115234375,4.291534423828125e-06,True,True,13,207,155
08239d97-6521-467f-9e8f-7532ed9c850c,1.1920928955078125e-05,0.00010704994201660156,9.5367431640625e-07,True,True,17,126,186
84789b3c-6448-4d96-917d-7e60ff3663ff,1.1920928955078125e-05,0.0001068115234375,1.1920928955078125e-06,True,True,10,338,199
6ba12dea-6025-4bee-b9e2-b6e04c8b8b23,1.2159347534179688e-05,0.00010609626770019531,9.5367431640625e-07,True,True,12,483,166
26a23fc7-9b22-42e9-86ab-97675b1982d6,1.2159347534179688e-05,0.00010895729064941406,1.1920928955078125e-06,True,True,19,241,185
598144e1-8b63-48ad-a472-2d7f8bc7bc70,1.2159347534179688e-05,0.0001087188720703125,1.1920928955078125e-06,True,True,18,327,130
06790671-1364-46a4-a1d4-6c6582badd0d,1.2159347534179688e-05,0.00010895729064941406,9.5367431640625e-07,True,True,15,113,185
c009addf-76f9-4997-be29-0169319653ed,1.0967254638671875e-05,0.00010919570922851562,9.5367431640625e-07,True,True,11,239,140
54930f94-1655-4988-86e7-6574298d0049,1.1920928955078125e-05,0.00011110305786132812,1.1920928955078125e-06,True,True,20,275,123
354ab714-ac78-49fc-8817-76cdaccfd0c4,1.0967254638671875e-05,0.00011014938354492188,9.5367431640625e-07,True,True,12,346,138
bf864680-9b20-4540-9735-e9e30ac58074,1.1682510375976562e-05,0.00011110305786132812,9.5367431640625e-07,True,True,17,495,162
9a771dbe-9e60-4c1c-a16a-f1cdcbb0fbe0,1.2159347534179688e-05,0.00011396408081054688,9.5367431640625e-07,True,True,20,192,139
c95d06fc-ba1f-49c8-a340-bb6c84bd657a,1.0967254638671875e-05,0.00011396408081054688,9.5367431640625e-07,True,True,12,373,115
43028e28-d6cf-4c27-a0d7-8f937c03df1e,1.2159347534179688e-05,0.00011706352233886719,9.5367431640625e-07,True,True,13,180,198
0a7a2364-538a-4a1b-86be-0066e54e0998,1.1920928955078125e-05,0.00011539459228515625,9.5367431640625e-07,True,True,13,185,176
a8c6a727-fe61-4979-8eb0-5a2a871d1e81,1.1920928955078125e-05,0.00011515617370605469,9.5367431640625e-07,True,True,20,209,111
b41f2271-82d9-4516-a421-cd58387eb982,1.1920928955078125e-05,0.00011706352233886719,9.5367431640625e-07,True,True,17,254,176
2290184d-edac-4b29-ae55-22c2c5e0967d,1.1920928955078125e-05,0.00011897087097167969,1.1920928955078125e-06,True,True,18,313,124
8ab7dc89-5548-4e4c-9b6c-e5ecd56cfd36,1.3113021850585938e-05,0.0001220703125,1.9073486328125e-06,True,True,19,442,145
bcf7aea7-65f5-47d6-8831-5ea458cf0e35,1.52587890625e-05,0.000125885009765625,1.1920928955078125e-06,True,True,20,358,181
